Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,Gls..1,Ast,G+A.1,G-TP.1,G+A-TP,Partidos,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,GC,GC90,DaPC,Salvadas,% Salvadas,PG,PE,PP,PaC,PaC%,PD,PD,PD,PD,PC,% Salvadas_penales,Mn/PJ,% min,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,link
Novatus Dismas,tzTAN,"CC,DF",22-240,19,15,"1,375",15.3,4,1,5,4,0,0,4,0,0.26,0.07,0.33,0.26,0.33,Partidos,16.0,7.0,43.8,1.05,0.46,0.25,0.57,,,,,,,,,,,,,,,,,,72,47.7,88,13,4,15,2,1.16,22,18,+4,+0.26,-0.28,0.0,32.0,10.0,1.0,12.0,21.0,26.0,,,/es/jugadores/c632fa35/Novatus-Dismas
Taha Altıkardeş,trTUR,DF,21-251,19,13,"1,196",13.3,2,1,3,2,0,0,1,0,0.15,0.08,0.23,0.15,0.23,Partidos,13.0,6.0,46.2,0.91,0.42,0.15,0.33,,,,,,,,,,,,,,,,,,64,44.7,88,13,6,8,4,1.40,27,19,+8,+0.56,+0.28,0.0,13.0,5.0,0.0,21.0,27.0,10.0,,,/es/jugadores/3871f0ee/Taha-Altikardes
Lasse Nielsen,dkDEN,"CC,DF",37-112,23,12,"1,311",14.6,0,2,2,0,0,0,4,0,0.00,0.14,0.14,0.00,0.14,Partidos,10.0,1.0,10.0,0.64,0.06,0.1,1.0,,,,,,,,,,,,,,,,,,58,48.6,88,8,11,23,0,1.25,23,18,+5,+0.32,-0.17,0.0,21.0,6.0,0.0,47.0,17.0,26.0,,,/es/jugadores/06e5b0e4/Lasse-Nielsen
Isaac Solet,cfCTA,CC,23-321,11,11,750,8.3,2,1,3,2,0,0,4,0,0.24,0.12,0.36,0.24,0.36,Partidos,12.0,5.0,41.7,1.44,0.6,0.17,0.4,,,,,,,,,,,,,,,,,,68,26.0,68,2,0,,0,1.91,12,9,+3,+0.36,-0.06,0.0,17.0,12.0,0.0,7.0,11.0,11.0,,,/es/jugadores/94bf5c1e/Isaac-Solet
Kuryū Matsuki,jpJPN,"DL,CC",22-000,26,10,"1,013",11.3,2,4,6,2,0,0,5,0,0.18,0.36,0.53,0.18,0.53,Partidos,24.0,10.0,41.7,2.13,0.89,0.08,0.2,,,,,,,,,,,,,,,,,,39,35.2,61,0,16,25,1,1.42,24,16,+8,+0.71,+0.47,0.0,20.0,14.0,10.0,29.0,3.0,8.0,,,/es/jugadores/53b4fcf2/Kuryu-Matsuki
Victor Hugo,brBRA,CC,20-354,25,9,895,9.9,1,0,1,1,0,0,1,0,0.10,0.00,0.10,0.10,0.10,Partidos,36.0,8.0,22.2,3.53,0.79,0.03,0.13,,,,,,,,,,,,,,,,,,35,31.8,69,0,17,17,2,1.50,17,14,+3,+0.29,-0.16,0.0,11.0,10.0,1.0,29.0,9.0,7.0,,,/es/jugadores/33fca7f7/Victor-Hugo
İsmail Köybaşı,trTUR,"CC,DF",35-294,26,9,786,8.7,2,0,2,2,0,0,4,0,0.23,0.00,0.23,0.23,0.23,Partidos,15.0,7.0,46.7,1.72,0.8,0.13,0.29,,,,,,,,,,,,,,,,,,30,27.3,70,1,17,9,3,1.42,14,19,-5,-0.57,-1.35,0.0,10.0,7.0,0.0,67.0,6.0,7.0,,,/es/jugadores/58640e66/Ismail-Koybasi
Doğan Erdoğan,trTUR,CC,28-251,17,7,654,7.3,1,0,1,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Partidos,9.0,4.0,44.4,1.24,0.55,0.11,0.25,,,,,,,,,,,,,,,,,,38,22.7,64,1,10,21,4,1.24,7,14,-7,-0.96,-1.77,0.0,23.0,5.0,0.0,12.0,7.0,12.0,,,/es/jugadores/571d3ac1/Dogan-Erdogan
Nazim Sangaré,trTUR,"CC,DF",30-335,16,6,653,7.3,0,1,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,Partidos,6.0,0.0,0.0,0.73,0.0,0.0,,,,,,,,,,,,,,,,,,,44,25.8,84,2,10,15,14,1.47,13,11,+2,+0.24,-0.22,0.0,12.0,10.0,0.0,26.0,8.0,21.0,,,/es/jugadores/3efaa30d/Nazim-Sangare
Ahmed Ildiz,trTUR,CC,28-152,19,6,621,6.9,2,0,2,2,0,0,2,0,0.29,0.00,0.29,0.29,0.29,Partidos,17.0,6.0,35.3,2.15,0.76,0.12,0.33,,,,,,,,,,,,,,,,,,36,24.7,66,0,13,19,6,1.55,15,5,+10,+1.27,+1.14,0.0,15.0,11.0,1.0,28.0,11.0,10.0,,,/es/jugadores/0601e541/Ahmed-Ildiz
,Tiempo Jugado,Rendimiento,Por 90 Minutos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,Gls.,Ast,G+A,G-TP,G+A-TP,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,Mn/PJ,% min,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,,,,,,,,,,
Kubilay Kanatsızkuş,trTUR,"DL,CC",28-033,13,5,461,5.1,2,1,3,2,0,0,2,0,0.39,0.20,0.59,0.39,0.59,Partidos,14.0,8.0,57.1,2.38,1.36,0.21,0.38,,,,,,,,,,,,,,,,,,38,18.4,68,2,8,15,2,1.21,6,7,-1,-0.17,-0.71,0.0,13.0,7.0,2.0,5.0,2.0,5.0,,,/es/jugadores/4aff8d83/Kubilay-Kanatsizkus
Furkan Bayır,trTUR,DF,25-080,6,3,322,3.6,1,0,1,1,0,0,1,0,0.28,0.00,0.28,0.28,0.28,Partidos,4.0,2.0,50.0,0.87,0.44,0.25,0.5,,,,,,,,,,,,,,,,,,59,14.3,90,4,3,17,5,1.29,7,7,0,0.00,-0.47,0.0,10.0,4.0,0.0,4.0,7.0,3.0,,,/es/jugadores/c94d9e06/Furkan-Bayir
David Datro Fofana,ciCIV,DL,22-129,9,3,284,3.2,2,0,2,2,0,0,1,0,0.63,0.00,0.63,0.63,0.63,Partidos,5.0,4.0,80.0,1.58,1.27,0.4,0.5,,,,,,,,,,,,,,,,,,32,9.9,61,0,6,17,1,1.67,4,3,+1,+0.32,-0.10,0.0,12.0,3.0,3.0,2.0,1.0,0.0,,,/es/jugadores/e82900ef/David-Datro-Fofana
Arda Özçimen,trTUR,PO,23-112,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0.0,0.0,,0.0,0.0,,,,2.0,1.0,7.0,6.0,85.7,0.0,2.0,0.0,1.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,90,6.3,90,2,0,,27,1.00,2,2,0,0.00,-0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,/es/jugadores/111e4cd3/Arda-Ozcimen
Emersonn,brBRA,DL,20-288,9,1,300,3.3,1,0,1,1,0,0,0,0,0.30,0.00,0.30,0.30,0.30,Partidos,16.0,8.0,50.0,4.47,2.24,0.06,0.13,,,,,,,,,,,,,,,,,,32,11.2,59,0,9,29,0,1.00,5,3,+2,+0.56,+0.17,0.0,10.0,5.0,2.0,1.0,0.0,6.0,,,/es/jugadores/ac24342e/Emersonn
Yalçın Kayan,trTUR,CC,26-090,1,1,63,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,63,2.2,63,0,0,,1,1.00,0,0,0,0.00,-0.42,0.0,2.0,2.0,1.0,10.0,0.0,0.0,,,/es/jugadores/c9cc1e5b/Yalcin-Kayan
Izzet Malak,,CC,20-106,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,0.0,,0,1,1,16,3.00,0,0,0,0.00,-0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,/es/jugadores/c96c7daa/Izzet-Malak
Tibet Durakçay,,DL,19-088,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,/es/jugadores/9cf19b9d/Tibet-Durakcay
Arda Ercan,,PO,16-315,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,/es/jugadores/0c151803/Arda-Ercan
Uğur Kaan Yıldız,trTUR,DF,22-267,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,/es/jugadores/07a25142/Ugur-Kaan-Yildiz
Ekrem Kılıçarslan,,PO,27-251,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,/es/jugadores/69fbfa0e/Ekrem-Kilicarslan
Emircan Seçgin,,PO,23-027,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,20,,,,,,,,,,,,,,,,/es/jugadores/10331fcb/Emircan-Secgin
Efe Yavman,,DL,20-104,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,5,,,,,,,,,,,,,,,,/es/jugadores/a5a8f7d6/Efe-Yavman
Ege Yıldırım,,DF,18-012,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,5,,,,,,,,,,,,,,,,/es/jugadores/032572ba/Ege-Yildirim
