Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,Gls..1,Ast,G+A.1,G-TP.1,G+A-TP,Partidos,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,GC,GC90,DaPC,Salvadas,% Salvadas,PG,PE,PP,PaC,PaC%,PD,PD,PD,PD,PC,% Salvadas_penales,Mn/PJ,% min,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,link
Landry Dimata,beBEL,"CC,DL",27-241,27,14,"1,361",15.1,4,3,7,4,0,0,7,0,0.26,0.20,0.46,0.26,0.46,Partidos,41.0,17.0,41.5,2.56,1.06,0.15,0.35,,,,,,,,,,,,,,,,,,52,48.6,79,5,13,20,2,1.71,24,18,+6,+0.37,+0.02,0.0,43.0,64.0,2.0,20.0,7.0,9.0,,,/es/jugadores/b5f63410/Landry-Dimata
Kingsley Schindler,ghGHA,CC,31-292,31,13,"1,356",15.1,2,1,3,2,0,0,1,0,0.13,0.07,0.20,0.13,0.20,Partidos,20.0,3.0,15.0,1.24,0.19,0.1,0.67,,,,,,,,,,,,,,,,,,45,48.7,72,5,18,25,0,1.69,26,16,+10,+0.62,+0.50,0.0,14.0,11.0,7.0,60.0,9.0,10.0,,,/es/jugadores/bd527260/Kingsley-Schindler
Arbnor Muja,alALB,CC,26-152,30,12,"1,140",12.7,2,1,3,2,0,0,3,0,0.16,0.08,0.24,0.16,0.24,Partidos,21.0,9.0,42.9,1.64,0.7,0.1,0.22,,,,,,,,,,,,,,,,,,37,38.9,71,1,19,16,1,1.65,19,15,+4,+0.31,-0.09,0.0,14.0,19.0,7.0,43.0,7.0,18.0,,,/es/jugadores/7767cb03/Arbnor-Muja
Celil Yüksel,trTUR,CC,27-119,17,9,897,10.0,0,1,1,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,Partidos,4.0,2.0,50.0,0.37,0.18,0.0,0.0,,,,,,,,,,,,,,,,,,54,33.0,82,5,8,20,4,2.22,19,7,+12,+1.10,+1.10,0.0,20.0,31.0,0.0,0.0,10.0,23.0,,,/es/jugadores/064b336e/Celil-Yuksel
Yunus Emre Çift,trTUR,"DF,CC",21-241,12,8,848,9.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Partidos,1.0,0.0,0.0,0.1,0.0,0.0,,,,,,,,,,,,,,,,,,,72,31.6,88,6,4,37,12,1.50,14,17,-3,-0.29,-0.95,0.0,15.0,3.0,1.0,1.0,20.0,14.0,,,/es/jugadores/a59c7d0d/Yunus-Emre-Cift
,Tiempo Jugado,Rendimiento,Por 90 Minutos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,Gls.,Ast,G+A,G-TP,G+A-TP,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,Mn/PJ,% min,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,,,,,,,,,,
Soner Aydoğdu,trTUR,CC,34-115,26,5,632,7.0,7,1,8,7,0,0,1,0,1.00,0.14,1.14,1.00,1.14,Partidos,19.0,8.0,42.1,2.68,1.13,0.37,0.88,,,,,,,,,,,,,,,,,,24,21.5,76,1,22,12,5,1.74,16,7,+9,+1.27,+1.15,0.0,10.0,6.0,3.0,19.0,4.0,9.0,,,/es/jugadores/d1d72821/Soner-Aydogdu
Soner Gönül,trTUR,DF,27-323,23,3,459,5.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Partidos,5.0,2.0,40.0,0.97,0.39,0.0,0.0,,,,,,,,,,,,,,,,,,19,15.7,90,2,21,9,9,1.92,12,8,+4,+0.77,+0.48,0.0,7.0,4.0,1.0,18.0,4.0,11.0,,,/es/jugadores/09e60771/Soner-Gonul
Flavien Tait,frFRA,CC,32-087,10,3,330,3.7,1,1,2,1,0,0,1,0,0.27,0.27,0.55,0.27,0.55,Partidos,6.0,3.0,50.0,1.64,0.82,0.17,0.33,,,,,,,,,,,,,,,,,,33,11.1,80,1,7,13,17,1.30,5,6,-1,-0.27,-0.72,0.0,3.0,7.0,0.0,3.0,1.0,3.0,,,/es/jugadores/a0f9b535/Flavien-Tait
Gaëtan Laura,,"CC,DL",29-267,11,2,304,3.4,0,1,1,0,0,0,0,0,0.00,0.30,0.30,0.00,0.30,Partidos,4.0,2.0,50.0,1.18,0.59,0.0,0.0,,,,,,,,,,,,,,,,,,28,10.2,61,0,9,20,7,1.36,7,6,+1,+0.30,-0.08,0.0,6.0,5.0,2.0,7.0,1.0,2.0,,,/es/jugadores/2805bce9/Gaetan-Laura
Bedirhan Çetin,trTUR,DF,18-305,4,1,96,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,24,3.2,90,1,3,2,20,1.25,4,1,+3,+2.81,+2.53,0.0,3.0,0.0,0.0,0.0,0.0,1.0,,,/es/jugadores/10836fd6/Bedirhan-Cetin
Ercan Kara,atAUT,DL,29-117,8,0,118,1.3,0,1,1,0,0,0,1,0,0.00,0.76,0.76,0.00,0.76,Partidos,3.0,1.0,33.3,2.29,0.76,0.0,0.0,,,,,,,,,,,,,,,,,,15,4.0,,0,8,15,8,1.63,1,2,-1,-0.76,-1.17,0.0,8.0,2.0,2.0,0.0,0.0,0.0,,,/es/jugadores/540c9a17/Ercan-Kara
Muhammet Ali Özbaskıcı,trTUR,CC,19-253,3,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,1.0,1.0,100.0,8.18,8.18,0.0,0.0,,,,,,,,,,,,,,,,,,4,0.4,,0,3,4,15,1.00,0,0,0,0.00,-0.36,0.0,1.0,0.0,0.0,0.0,0.0,3.0,,,/es/jugadores/31bba076/Muhammet-Ali-Ozbaskici
Eulânio Ângelo Chipela Gomes,gwGNB,"DF,DL",30-348,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,7,0.2,,0,1,7,17,0.00,0,2,-2,-25.71,-26.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,/es/jugadores/d9b9b71a/Eulanio-Angelo-Chipela-Gomes
Haluk Tan,trTUR,DF,20-003,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,2,0.1,,0,1,2,10,3.00,0,0,0,0.00,-0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,/es/jugadores/1675a04d/Haluk-Tan
Ali Tarkan,,CC,19-043,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,0.0,,0,1,1,5,0.00,0,0,0,0.00,-0.36,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,/es/jugadores/659d95ac/Ali-Tarkan
Enes Albak,trTUR,DF,19-349,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,/es/jugadores/dc242329/Enes-Albak
Timur Bülbül,,PO,18-107,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,/es/jugadores/d1b64093/Timur-Bulbul
Emre Köroğlu,,CC,18-341,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,/es/jugadores/d9b6874a/Emre-Koroglu
Efe Töruz,,PO,18-234,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,/es/jugadores/66ec64c2/Efe-Toruz
Taha Tosun,,PO,20-002,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,7,,,,,,,,,,,,,,,,/es/jugadores/620099ea/Taha-Tosun
Halil Yeral,trTUR,PO,25-119,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,32,,,,,,,,,,,,,,,,/es/jugadores/1b2093c3/Halil-Yeral
