Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,Gls..1,Ast,G+A.1,G-TP.1,G+A-TP,Partidos,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,GC,GC90,DaPC,Salvadas,% Salvadas,PG,PE,PP,PaC,PaC%,PD,PD,PD,PD,PC,% Salvadas_penales,Mn/PJ,% min,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,link
Tarık Çetin,trTUR,PO,28-112,11,10,901,10.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Partidos,0.0,0.0,,0.0,0.0,,,,19.0,1.9,42.0,27.0,64.3,3.0,2.0,5.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,82,31.3,90,10,1,1,21,1.00,17,19,-2,-0.20,+0.25,0.0,0.0,2.0,0.0,1.0,1.0,0.0,,,/es/jugadores/452f6d51/Tarik-Cetin
Altin Zeqiri,xkKVX,CC,24-286,22,9,932,10.4,1,0,1,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Partidos,17.0,4.0,23.5,1.5,0.35,0.06,0.25,,,,,,,,,,,,,,,,,,44,35.5,68,0,13,27,1,1.13,11,15,-4,-0.35,+0.03,0.0,14.0,10.0,1.0,39.0,4.0,8.0,,,/es/jugadores/314898fd/Altin-Zeqiri
Samet Akaydın,trTUR,DF,31-048,9,8,595,6.6,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Partidos,4.0,0.0,0.0,0.53,0.0,0.0,,,,,,,,,,,,,,,,,,,69,23.8,76,6,1,2,0,1.50,13,14,-1,-0.13,+0.32,1.0,13.0,2.0,1.0,0.0,15.0,7.0,,,/es/jugadores/7328bee5/Samet-Akaydin
Berkay Özcan,trTUR,CC,27-074,9,6,499,5.5,1,1,2,0,1,1,0,0,0.18,0.18,0.36,0.00,0.18,Partidos,6.0,4.0,66.7,0.96,0.64,0.0,0.0,,,,,,,,,,,,,,,,,,56,19.4,69,2,3,25,0,1.30,7,8,-1,-0.16,+0.27,0.0,4.0,5.0,0.0,5.0,3.0,7.0,,,/es/jugadores/31114001/Berkay-Ozcan
Václav Jurečka,czCZE,"DL,CC",30-308,25,5,680,7.6,1,1,2,1,0,1,2,0,0.13,0.13,0.26,0.13,0.26,Partidos,15.0,7.0,46.7,1.82,0.85,0.07,0.14,,,,,,,,,,,,,,,,,,28,25.7,60,0,20,19,2,1.27,7,7,0,0.00,+0.50,0.0,16.0,7.0,8.0,1.0,2.0,9.0,,,/es/jugadores/be837003/Vaclav-Jurecka
Gökhan Akkan,trTUR,PO,30-119,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0.0,0.0,,0.0,0.0,,,,8.0,2.0,17.0,10.0,58.8,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,90,12.5,90,4,0,,0,1.00,3,8,-5,-1.25,-1.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,/es/jugadores/3587cb86/Gokhan-Akkan
Halil Pehlivan,trTUR,DF,31-252,6,4,339,3.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Partidos,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,57,11.8,74,1,2,23,7,1.17,3,7,-4,-1.06,-0.78,0.0,7.0,5.0,0.0,15.0,1.0,7.0,,,/es/jugadores/3a50ff6b/Halil-Pehlivan
,Tiempo Jugado,Rendimiento,Por 90 Minutos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,Gls.,Ast,G+A,G-TP,G+A-TP,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,Mn/PJ,% min,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,,,,,,,,,,
Emrecan Bulut,,CC,23-094,19,3,474,5.3,1,0,1,1,0,0,2,0,0.19,0.00,0.19,0.19,0.19,Partidos,11.0,2.0,18.2,2.09,0.38,0.09,0.5,,,,,,,,,,,,,,,,,,25,16.5,63,0,16,18,9,1.21,7,8,-1,-0.19,+0.22,0.0,6.0,4.0,3.0,5.0,4.0,13.0,,,/es/jugadores/b219c992/Emrecan-Bulut
Seyfettin Anıl Yaşar,trTUR,DF,22-303,9,2,225,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,2.0,0.0,0.0,0.8,0.0,0.0,,,,,,,,,,,,,,,,,,,25,7.8,90,2,7,6,5,1.67,1,8,-7,-2.80,-2.63,0.0,0.0,0.0,0.0,0.0,5.0,1.0,,,/es/jugadores/214eb160/Seyfettin-Anil-Yasar
Abdülkadir Ömür,trTUR,CC,25-309,4,2,148,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,2.0,1.0,50.0,1.22,0.61,0.0,0.0,,,,,,,,,,,,,,,,,,37,5.1,58,0,2,17,2,1.50,1,3,-2,-1.22,-0.89,0.0,3.0,1.0,0.0,0.0,1.0,4.0,,,/es/jugadores/6456e745/Abdulkadir-Omur
Martin Minchev,bgBUL,CC,24-008,5,1,155,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,3.0,0.0,0.0,1.74,0.0,0.0,,,,,,,,,,,,,,,,,,,31,5.4,74,0,4,20,7,1.40,0,5,-5,-2.90,-2.67,0.0,1.0,4.0,1.0,4.0,0.0,2.0,,,/es/jugadores/6b88c810/Martin-Minchev
Muhamed Buljubasic,baBIH,CC,20-300,18,0,348,3.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Partidos,3.0,0.0,0.0,0.74,0.0,0.0,,,,,,,,,,,,,,,,,,,19,12.6,,0,19,19,11,1.53,11,8,+3,+0.74,+1.28,0.0,4.0,5.0,1.0,0.0,5.0,7.0,,,/es/jugadores/7a92bb42/Muhamed-Buljubasic
Eray Korkmaz,trTUR,DF,21-326,4,0,61,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,15,2.1,,0,4,15,18,1.50,0,2,-2,-2.95,-2.63,0.0,0.0,1.0,0.0,0.0,0.0,4.0,,,/es/jugadores/6169b914/Eray-Korkmaz
Benhur Keser,,CC,28-183,4,0,53,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,13,1.8,,0,4,13,3,1.00,0,2,-2,-3.40,-3.08,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,,/es/jugadores/b96e6a86/Benhur-Keser
Ayberk Karapo,trTUR,DF,20-283,5,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,4,0.8,,0,6,4,21,1.50,1,2,-1,-4.09,-3.74,0.0,2.0,1.0,2.0,2.0,0.0,2.0,,,/es/jugadores/472e5294/Ayberk-Karapo
Doğanay Avcı,trTUR,CC,19-082,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,18,,,,,,,,,,,,,,,,/es/jugadores/0d8500f7/Doganay-Avci
Efe Doğan,,PO,20-253,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,5,,,,,,,,,,,,,,,,/es/jugadores/55fa5f29/Efe-Dogan
Efe Geçim,,CC,20-189,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,/es/jugadores/a4b1c2e7/Efe-Gecim
Habil Özbakır,,DF,20-083,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,11,,,,,,,,,,,,,,,,/es/jugadores/b15dec25/Habil-Ozbakir
Óscar Pinchi,esESP,"DL,CC",28-317,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,/es/jugadores/53bf02db/Oscar-Pinchi
Canberk Yurdakul,,PO,24-000,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,6,,,,,,,,,,,,,,,,/es/jugadores/80b9b1ba/Canberk-Yurdakul
