Equipo,PL,Edad,Pos.,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls./90,Ast/90,G+A/90,G-TP/90,G+A-TP/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,ACT,SCA90,PassLive,PassDead,HASTA,Dis,FR,Def,ACG,GCA90,PassLive_GCA,PassDead_GCA,HASTA_GCA,Dis_GCA,FR_GCA,Def_GCA,Tkl,TklG,3.º_def,3.º_cent,3.º_ataq,Tkl_regateadores,Desafíos_totales,Tkl_%,Desafíos_perdidos,Bloqueos_totales,Dis_bloqueados,Pases_bloqueados,Intercepciones,Tkl+Int,Despeje,Errores,Cmp,Int.,% Cmp,Dist. tot.,Dist. prg.,Cmp (Cortos),Int. (Cortos),% Cmp (Cortos),Cmp (Medios),Int. (Medios),% Cmp (Medios),Cmp (Largos),Int. (Largos),% Cmp (Largos),xA,A-xAG,PC,1/3,PPA,CrAP,Balón vivo,Balón muerto,FK,Camb.,Pcz,Lanz.,SE,Dentro,Fuera,Rect.,PA,Bloqueos,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,npxG/Sh,G-xG,np:G-xG,Pos,Toques,Def_pen,3º_def,3º_cent,3º_ataq,Ataq_pen,Balón_vivo,Att,Succ,Exitosa%,Tkld,Tkld%,Transportes,Dist_tot,Dist_prg,TAP,Errores_control,Des,Rec,PrgR,GC,GC90,DaPC,Salvadas,% Salvadas,PG,PE,PP,PaC,PaC%,PD,TL,TE,GC (Propio),PSxG,PSxG/SoT,PSxG+/-,/90,Att (GK),TI,%deLanzamientos,Long. prom.,Int. (Meta),%deLanzamientos (Meta),Long. prom. (Meta),Opp,Stp,% de Stp,Núm. de OPA,Núm. de OPA/90,DistProm.,Mn/PJ,% min,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,2a amarilla,Fls,Int,Penal ejecutado,Penal concedido,Recup.,Ganados,Perdidos,% de ganados,link
Lazio,27,27.9,54.6,34,374,"3,060",34.0,56,41,97,51,5,6,78,5,49.8,45.4,33.8,79.1,696,1405,1.65,1.21,2.85,1.5,2.71,1.47,0.99,2.46,1.33,2.33,837,24.62,619,56,48,64,32,18,97,2.85,72,4,7,8,5,1,471,290,208,203,60,227,453,50.1,226,275,80,195,266,737,634,21,14639,17394,84.2,264358,86548,6226,6840,91.0,6684,7435,89.9,1460,2396,60.9,30.8,7.2,357,1202,282,83,15767,1584,467,103,735,599,204,115,49,0,43,246,166,35.9,13.62,4.88,0.11,0.31,17.8,0.1,6.2,5.6,54.6,20665,2053,6076,9878,4938,820,20659,575,275,47.8,239,41.6,12007,68990,35617,173,424,286,14530,1398,45,1.32,109,66,62.4,17,9,8,8,23.5,4,0,3,2,36.6,0.31,-6.4,-0.19,1082,113,35.4,33.3,235,30.6,28.9,451,41,9.1,44,1.29,14.5,90,100,81,214,157,21,211,1.76,57,45,12,0.35,49.8,35.2,14.7,0.43,2,382,266,4,4,1290,415,429,49.2,/es/equipos/7213da33/Estadisticas-de-Lazio
Lecce,31,26.8,44.1,34,374,"3,060",34.0,24,18,42,21,3,4,55,5,32.0,29.1,22.1,51.2,471,963,0.71,0.53,1.24,0.62,1.15,0.94,0.65,1.59,0.86,1.51,708,20.82,505,64,35,43,43,18,42,1.24,32,3,0,4,3,0,594,352,300,235,59,282,542,52.0,260,370,134,236,264,858,891,25,10465,13686,76.5,194787,74027,4382,5053,86.7,4562,5406,84.4,1302,2541,51.2,18.7,-4.1,291,755,206,89,11989,1649,463,72,564,667,147,58,67,0,48,277,108,26.3,12.09,3.18,0.05,0.19,19.2,0.07,-8.0,-8.1,44.1,17604,2318,6549,7624,3643,549,17600,493,208,42.2,231,46.9,8801,47927,23191,113,510,260,10340,954,56,1.65,166,112,71.1,6,9,19,7,20.6,8,2,5,3,50.3,0.26,-2.7,-0.08,782,105,58.3,38.4,282,41.5,32.3,501,24,4.8,18,0.53,11.1,90,100,80,221,149,23,303,0.79,24,56,-32,-0.94,32.0,53.9,-21.9,-0.64,0,416,264,2,10,1351,595,574,50.9,/es/equipos/ffcbe334/Estadisticas-de-Lecce
Milan,34,26.4,54.1,34,374,"3,060",34.0,52,38,90,48,4,8,61,5,58.2,52.0,42.1,94.1,851,1464,1.53,1.12,2.65,1.41,2.53,1.71,1.24,2.95,1.53,2.77,915,26.91,678,62,64,58,35,18,95,2.79,63,6,5,11,7,3,504,319,222,207,75,220,435,50.6,215,260,89,171,210,714,610,20,14450,16978,85.1,256870,86191,6134,6787,90.4,6877,7594,90.6,1207,1988,60.7,35.3,-4.1,400,1102,305,72,15430,1490,470,76,595,494,201,125,16,0,58,221,166,33.1,14.76,4.88,0.1,0.29,17.8,0.11,-6.2,-4.0,54.1,20342,1801,6330,9189,5037,873,20334,651,313,48.1,281,43.2,12402,72093,40134,250,456,254,14277,1452,38,1.12,126,90,70.6,15,9,10,12,35.3,1,0,2,3,34.1,0.26,-0.9,-0.03,1169,159,19.2,27.8,253,25.3,30.5,406,24,5.9,69,2.03,25.5,90,100,81,226,146,22,250,1.59,53,38,15,0.44,58.2,38.7,19.5,0.57,1,374,210,7,2,1261,392,353,52.6,/es/equipos/dc56fe14/Estadisticas-de-Milan
Monza,35,27.6,48.2,34,374,"3,060",34.0,24,16,40,21,3,3,85,3,26.1,23.9,18.2,42.2,474,987,0.71,0.47,1.18,0.62,1.09,0.77,0.54,1.3,0.7,1.24,523,15.38,389,52,21,28,29,4,39,1.15,31,3,1,4,0,0,510,286,269,188,53,248,457,54.3,209,351,145,206,274,784,758,32,12492,15465,80.8,228134,77992,5164,5828,88.6,5785,6591,87.8,1299,2325,55.9,16.5,-2.2,218,794,179,66,13828,1596,519,73,615,573,125,37,72,0,41,263,84,28.4,8.71,2.47,0.07,0.25,18.3,0.08,-2.1,-2.9,48.2,18900,2491,7230,8154,3677,434,18897,464,199,42.9,210,45.3,11343,57416,27719,79,467,305,12377,973,59,1.74,163,104,65.0,2,9,23,3,8.8,2,1,8,2,53.5,0.31,-3.5,-0.1,928,138,43.4,33.7,287,32.4,29.1,474,22,4.6,30,0.88,13.3,90,100,82,219,152,20,275,0.44,25,59,-34,-1.0,26.1,48.0,-21.9,-0.64,2,478,274,0,4,1181,528,562,48.4,/es/equipos/21680aa4/Estadisticas-de-Monza
Napoli,27,29.4,53.6,34,374,"3,060",34.0,51,38,89,47,4,5,42,0,47.9,44.1,35.3,79.4,658,1389,1.5,1.12,2.62,1.38,2.5,1.41,1.04,2.45,1.3,2.34,788,23.18,599,66,33,55,24,11,90,2.65,68,4,5,6,6,1,492,299,222,215,55,239,435,54.9,196,293,92,201,245,737,728,10,14927,17730,84.2,263904,86883,6509,7213,90.2,6722,7483,89.8,1382,2189,63.1,32.4,2.7,350,1108,281,66,16121,1560,433,83,610,638,189,120,43,2,49,316,130,29.3,13.06,3.82,0.11,0.36,16.4,0.1,3.1,2.9,53.6,21220,2016,6582,10019,4788,774,21215,550,216,39.3,267,48.5,11759,61725,31507,182,418,297,14799,1377,25,0.74,88,62,72.7,22,8,4,16,47.1,1,1,0,1,27.0,0.28,3.0,0.09,937,113,17.9,27.8,241,24.1,28.9,397,24,6.0,47,1.38,16.4,90,100,85,233,141,13,243,2.18,54,25,29,0.85,47.9,28.2,19.8,0.58,0,369,245,4,4,1292,473,402,54.1,/es/equipos/d48ad4ff/Estadisticas-de-Napoli
Parma,32,24.6,44.4,34,374,"3,060",34.0,39,28,67,33,6,7,72,5,38.1,32.6,25.3,57.9,536,964,1.15,0.82,1.97,0.97,1.79,1.12,0.74,1.86,0.96,1.7,680,20.0,505,51,43,31,37,13,67,1.97,44,5,7,6,4,1,455,251,231,176,48,212,424,50.0,212,392,135,257,256,711,866,17,11451,14360,79.7,205715,76241,4880,5559,87.8,5136,5901,87.0,1124,2183,51.5,20.7,2.7,286,806,197,55,12756,1574,506,66,378,532,154,50,24,1,30,221,122,32.3,11.12,3.59,0.09,0.27,19.6,0.09,0.9,0.4,44.4,18031,2464,6460,7690,4084,580,18024,539,225,41.7,256,47.5,10445,53838,27644,151,490,266,11304,954,53,1.61,144,93,66.7,6,14,14,6,17.6,5,3,5,2,49.6,0.32,-1.4,-0.04,1099,181,42.9,33.9,294,41.8,37.6,592,65,11.0,32,0.97,16.3,90,100,78,209,167,26,248,0.94,40,53,-13,-0.38,38.1,53.5,-15.4,-0.45,2,353,256,5,5,1218,420,436,49.1,/es/equipos/eab4234c/Estadisticas-de-Parma
Roma,28,27.3,54.6,34,374,"3,060",34.0,48,30,78,41,7,7,60,1,48.6,43.1,32.5,75.7,616,1338,1.41,0.88,2.29,1.21,2.09,1.43,0.96,2.39,1.27,2.23,841,24.74,621,75,32,62,42,9,82,2.41,58,2,4,10,6,2,500,295,211,214,75,205,400,51.3,195,300,95,205,256,756,658,13,15354,18299,83.9,267609,85704,6758,7466,90.5,6918,7702,89.8,1306,2321,56.3,29.9,-2.5,353,1125,285,73,16696,1546,470,81,574,633,151,65,60,2,57,261,145,31.3,13.62,4.26,0.09,0.28,17.9,0.1,-0.6,-2.1,54.6,21777,2095,6391,10335,5231,777,21770,491,176,35.8,238,48.5,12576,65345,32585,144,495,254,15209,1326,32,0.94,136,105,79.4,17,9,8,14,41.2,4,0,4,1,38.7,0.26,7.7,0.23,1052,148,24.9,30.1,227,41.0,36.0,435,29,6.7,29,0.85,13.5,90,100,81,221,153,22,278,1.76,49,32,17,0.5,48.6,35.7,12.9,0.38,1,359,256,5,4,1298,401,418,49.0,/es/equipos/cf74a709/Estadisticas-de-Roma
Torino,29,27.5,47.2,34,374,"3,060",34.0,35,21,56,34,1,3,76,3,30.0,27.7,19.4,47.2,459,977,1.03,0.62,1.65,1.0,1.62,0.88,0.57,1.45,0.82,1.39,572,16.82,433,45,22,39,26,7,57,1.68,38,6,4,4,4,1,424,230,205,161,58,214,396,54.0,182,309,128,181,256,680,807,19,12074,15140,79.7,221024,76062,5042,5776,87.3,5540,6314,87.7,1258,2394,52.5,22.3,1.6,234,837,212,69,13601,1489,389,72,580,606,138,82,44,0,50,244,109,33.3,9.62,3.21,0.1,0.31,18.6,0.09,5.0,6.3,47.2,18456,2172,6234,8526,3846,513,18453,408,146,35.8,220,53.9,10762,55913,27422,89,421,239,11934,970,39,1.15,161,120,76.4,10,13,11,10,29.4,1,1,7,2,46.8,0.27,9.8,0.29,1214,172,41.6,37.7,283,55.1,47.7,560,36,6.4,47,1.38,13.4,90,100,81,211,160,21,225,1.26,38,39,-1,-0.03,30.0,44.5,-14.5,-0.43,1,439,256,2,5,1143,469,520,47.4,/es/equipos/105360fe/Estadisticas-de-Torino
Udinese,30,27.1,47.3,34,374,"3,060",34.0,36,24,60,34,2,4,78,4,33.4,30.2,23.5,53.7,515,1030,1.06,0.71,1.76,1.0,1.71,0.98,0.69,1.67,0.89,1.58,668,19.65,486,60,30,45,29,18,54,1.59,30,3,5,11,3,2,507,315,253,196,58,250,455,54.9,205,351,121,230,274,781,801,25,11622,14607,79.6,215508,74202,4722,5362,88.1,5204,6044,86.1,1405,2464,57.0,21.9,0.5,272,860,216,95,13051,1511,429,85,605,602,162,51,73,1,45,245,124,32.7,11.15,3.65,0.09,0.27,17.7,0.08,2.6,3.8,47.3,18250,2187,6356,8184,3921,622,18246,574,258,44.9,273,47.6,10125,54921,26794,111,500,258,11468,1012,48,1.41,142,99,71.1,11,8,15,9,26.5,7,3,7,5,45.4,0.29,2.4,0.07,910,98,34.3,29.9,236,34.7,30.7,476,19,4.0,28,0.82,13.0,90,100,80,206,164,21,252,1.21,36,48,-12,-0.35,33.4,45.6,-12.2,-0.36,2,478,274,2,8,1273,489,437,52.8,/es/equipos/04eea015/Estadisticas-de-Udinese
Venezia,36,26.1,45.1,34,374,"3,060",34.0,26,13,39,22,4,5,72,2,31.8,28.0,19.3,47.3,448,944,0.76,0.38,1.15,0.65,1.03,0.94,0.57,1.5,0.82,1.39,614,18.06,442,56,31,35,42,8,39,1.15,19,4,1,8,7,0,541,330,286,178,77,256,517,49.5,261,393,123,270,253,794,831,21,10341,13549,76.3,179477,68880,4616,5355,86.2,4574,5454,83.9,872,1953,44.6,19.7,-6.3,253,715,193,51,11813,1682,473,76,477,696,126,56,39,0,54,275,107,31.2,10.09,3.15,0.06,0.21,18.7,0.08,-5.8,-6.0,45.1,17412,2372,6371,7371,3868,564,17406,544,225,41.4,261,48.0,9460,50459,25293,102,554,361,10217,937,48,1.41,169,123,76.3,4,13,17,6,17.6,8,0,7,3,51.8,0.27,6.8,0.2,917,140,41.2,31.0,305,25.6,25.2,528,27,5.1,19,0.56,9.4,90,100,81,207,167,20,281,0.74,27,48,-21,-0.62,31.8,50.8,-19.0,-0.56,2,445,253,4,9,1292,440,556,44.2,/es/equipos/af5d5982/Estadisticas-de-Venezia
