Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,Gls..1,Ast,G+A.1,G-TP.1,G+A-TP,Partidos,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,GC,GC90,DaPC,Salvadas,% Salvadas,PG,PE,PP,PaC,PaC%,PD,PD,PD,PD,PC,% Salvadas_penales,Mn/PJ,% min,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,link
Sofyan Amrabat,maMAR,CC,28-252,23,16,"1,601",17.8,2,2,4,2,0,0,7,0,0.11,0.11,0.22,0.11,0.22,Partidos,13,4,30.8,0.73,0.22,0.15,0.50,,,,,,,,,,,,,,,,,,70,55.6,85,12,7,34,0,2.39,44,19,+25,+1.41,-0.21,0,23,14,0,10,16,11,,,/es/jugadores/5a2cb25d/Sofyan-Amrabat
Oğuz Aydın,trTUR,CC,24-185,20,15,"1,307",14.5,6,3,9,6,0,0,1,0,0.41,0.21,0.62,0.41,0.62,Partidos,27,11,40.7,1.74,0.71,0.22,0.55,,,,,,,,,,,,,,,,,,67,48.5,82,8,5,17,8,2.43,38,16,+22,+1.42,-0.16,0,13,13,3,85,14,18,,,/es/jugadores/a7b98226/Oguz-Aydin
Allan Saint-Maximin,frFRA,CC,28-049,20,14,"1,201",13.3,4,3,7,4,0,0,3,0,0.30,0.22,0.52,0.30,0.52,Partidos,41,18,43.9,3.07,1.35,0.10,0.22,,,,,,,,,,,,,,,,,,60,41.7,72,1,6,33,4,2.30,35,13,+22,+1.65,+0.25,0,11,20,4,66,2,15,,,/es/jugadores/2b16cb1a/Allan-Saint-Maximin
Bright Osayi-Samuel,ngNGA,"DF,CC",27-120,20,13,"1,169",13.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Partidos,9,3,33.3,0.66,0.22,0.00,0.00,,,,,,,,,,,,,,,,,,58,42.6,77,5,7,22,4,2.33,34,14,+20,+1.47,-0.06,0,10,29,2,18,10,11,,,/es/jugadores/03b6afa9/Bright-Osayi-Samuel
İrfan Can Eğribayat,trTUR,PO,26-304,11,11,990,11.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0,0,,0.00,0.00,,,,11.0,0.92,39.0,30.0,74.4,9.0,2.0,1.0,4.0,33.3,1.0,1.0,1.0,1.0,0.0,50.0,90,37.5,90,12,0,,13,2.42,28,11,+17,+1.42,-0.13,0,0,3,0,0,1,0,,,/es/jugadores/b3c67ed0/Irfan-Can-Egribayat
Milan Škriniar,skSVK,DF,30-078,11,11,990,11.0,2,0,2,2,0,0,1,0,0.18,0.00,0.18,0.18,0.18,Partidos,8,3,37.5,0.67,0.25,0.25,0.67,,,,,,,,,,,,,,,,,,90,37.5,90,12,0,,0,2.25,28,12,+16,+1.33,-0.27,0,18,6,1,0,6,7,,,/es/jugadores/30f5ffa9/Milan-Skriniar
İsmail Yüksek,trTUR,CC,26-094,16,10,747,8.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Partidos,6,0,0.0,0.65,0.00,0.00,,,,,,,,,,,,,,,,,,,49,29.1,72,6,6,8,5,2.33,20,10,+10,+1.08,-0.60,0,18,12,0,1,16,25,,,/es/jugadores/6c5af908/Ismail-Yuksek
İrfan Kahveci,trTUR,CC,29-289,22,8,783,8.7,0,2,2,0,0,0,2,0,0.00,0.23,0.23,0.00,0.23,Partidos,15,6,40.0,1.68,0.67,0.00,0.00,,,,,,,,,,,,,,,,,,35,27.9,68,0,15,17,8,2.35,20,6,+14,+1.57,+0.09,0,16,12,2,63,6,10,,,/es/jugadores/d2800f47/Irfan-Kahveci
Jayden Oosterwolde,nlNED,DF,24-004,8,8,705,7.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Partidos,2,2,100.0,0.26,0.26,0.00,0.00,,,,,,,,,,,,,,,,,,88,24.5,88,7,0,,0,2.13,18,6,+12,+1.53,+0.04,0,15,7,0,10,8,4,,,/es/jugadores/34abb664/Jayden-Oosterwolde
Talisca,brBRA,"DL,CC",31-088,11,7,627,7.0,9,0,9,5,4,4,1,0,1.29,0.00,1.29,0.72,0.72,Partidos,47,25,53.2,5.90,3.14,0.11,0.20,,,,,,,,,,,,,,,,,,60,24.9,77,2,4,26,0,2.25,22,8,+14,+1.76,+0.34,0,10,13,2,10,2,2,,,/es/jugadores/5c4f4e43/Talisca
,Tiempo Jugado,Rendimiento,Por 90 Minutos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,Gls.,Ast,G+A,G-TP,G+A-TP,Partidos,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,,,,,,,,,,,,,,,,,Mn/PJ,% min,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,
Rodrigo Becão,brBRA,DF,29-101,11,6,615,6.8,1,0,1,1,0,0,1,0,0.15,0.00,0.15,0.15,0.15,Partidos,6,1,16.7,0.88,0.15,0.17,1.00,,,,,,,,,,,,,,,,,,56,21.4,85,5,5,22,4,2.64,19,6,+13,+1.90,+0.51,0,12,4,0,3,3,5,,,/es/jugadores/19e4eab9/Rodrigo-Becao
Levent Mercan,deGER,DF,24-141,9,5,435,4.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,1,0,0.0,0.21,0.00,0.00,,,,,,,,,,,,,,,,,,,48,15.1,81,3,4,8,14,3.00,12,4,+8,+1.66,+0.18,0,5,7,0,9,9,6,,,/es/jugadores/33340bd6/Levent-Mercan
Samet Akaydın,trTUR,DF,31-048,5,4,375,4.2,1,0,1,1,0,0,3,0,0.24,0.00,0.24,0.24,0.24,Partidos,1,1,100.0,0.24,0.24,1.00,1.00,,,,,,,,,,,,,,,,,,75,13.0,90,4,1,15,5,2.00,13,5,+8,+1.92,+0.48,0,7,0,0,0,9,5,,,/es/jugadores/7328bee5/Samet-Akaydin
Yusuf Akçiçek,trTUR,DF,19-095,7,4,342,3.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,49,11.9,79,3,3,9,11,2.71,8,4,+4,+1.05,-0.51,0,3,3,0,1,6,5,,,/es/jugadores/879aca3f/Yusuf-Akcicek
Mert Yandaş,trTUR,CC,30-254,13,3,270,3.0,0,2,2,0,0,0,3,0,0.00,0.67,0.67,0.00,0.67,Partidos,7,3,42.9,2.33,1.00,0.00,0.00,,,,,,,,,,,,,,,,,,21,9.4,72,0,10,6,7,2.64,12,6,+6,+2.00,+0.55,0,3,4,1,27,5,6,,,/es/jugadores/6510079f/Mert-Yandas
Diego Carlos,brBRA,DF,32-046,3,2,136,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,2,0,0.0,1.32,0.00,0.00,,,,,,,,,,,,,,,,,,,45,4.7,67,0,1,3,2,2.33,3,4,-1,-0.66,-2.27,0,3,0,0,0,3,3,,,/es/jugadores/b4a014b1/Diego-Carlos
Ferdi Kadioglu,trTUR,DF,25-205,2,1,104,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,52,3.6,87,0,1,17,0,2.00,1,1,0,0.00,-1.56,0,0,2,0,1,0,1,,,/es/jugadores/66c52a77/Ferdi-Kadioglu
Cenk Tosun,trTUR,"DL,CC",33-327,9,0,90,1.0,1,0,1,1,0,0,0,0,1.00,0.00,1.00,1.00,1.00,Partidos,4,2,50.0,3.71,1.86,0.25,0.50,,,,,,,,,,,,,,,,,,10,3.4,,0,10,10,21,2.20,2,1,+1,+0.93,-0.59,0,5,3,2,0,0,0,,,/es/jugadores/9a104dee/Cenk-Tosun
Osman Ertuğrul Çetin,trTUR,PO,22-009,1,0,58,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0,0,,0.00,0.00,,,,1.0,1.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,58,2.0,,0,1,58,14,3.00,3,1,+2,+3.10,+1.64,0,0,0,0,0,0,0,,,/es/jugadores/40a5ecd5/Osman-Ertugrul-Cetin
Cengiz Ünder,trTUR,"DL,CC",27-290,3,0,33,0.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Partidos,2,0,0.0,5.45,0.00,0.00,,,,,,,,,,,,,,,,,,,11,1.1,,0,3,11,12,1.33,0,0,0,0.00,-1.52,0,1,1,0,1,0,0,,,/es/jugadores/1880614f/Cengiz-Under
Bartuğ Elmaz,trTUR,CC,22-070,2,0,18,0.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Partidos,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,9,0.6,,0,2,9,8,3.00,1,0,+1,+5.00,+3.52,0,2,0,0,0,0,2,,,/es/jugadores/64748421/Bartug-Elmaz
Rade Krunić,baBIH,CC,31-205,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,4,0.1,,0,1,4,1,1.00,0,1,-1,-22.50,-24.03,0,1,0,0,0,0,0,,,/es/jugadores/817c6964/Rade-Krunic
Engin Biterge,,PO,18-098,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,/es/jugadores/24abd6f8/Engin-Biterge
Yigit Ekiz,,CC,18-277,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,/es/jugadores/aae2895d/Yigit-Ekiz
Burak Kapacak,trTUR,DF,25-143,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,5,,,,,,,,,,,,,,,,/es/jugadores/2376dcd3/Burak-Kapacak
