Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,Gls..1,Ast,G+A.1,G-TP.1,G+A-TP,Partidos,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,GC,GC90,DaPC,Salvadas,% Salvadas,PG,PE,PP,PaC,PaC%,PD,PD,PD,PD,PC,% Salvadas_penales,Mn/PJ,% min,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,link
Chandrel Massanga,cgCGO,CC,25-256,19,16,"1,499",16.7,1,0,1,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Partidos,21.0,6.0,28.6,1.19,0.34,0.05,0.17,,,,,,,,,,,,,,,,,,79,55.2,90,17,3,20,1,0.60,21,40,-19,-1.08,-0.24,0.0,14.0,23.0,2.0,7.0,26.0,17.0,,,/es/jugadores/bf964c0c/Chandrel-Massanga
Funsho Bamgboye,ngNGA,CC,26-111,28,15,"1,407",15.6,2,0,2,2,0,0,5,0,0.13,0.00,0.13,0.13,0.13,Partidos,25.0,11.0,44.0,1.52,0.67,0.08,0.18,,,,,,,,,,,,,,,,,,51,51.5,73,4,13,24,2,0.52,15,27,-12,-0.73,+0.49,0.0,33.0,22.0,8.0,33.0,16.0,26.0,,,/es/jugadores/bcbd6c5d/Funsho-Bamgboye
Bilal Boutobba,frFRA,"CC,DL",26-244,23,14,"1,373",15.3,6,1,7,6,0,0,0,0,0.39,0.07,0.46,0.39,0.46,Partidos,39.0,17.0,43.6,2.4,1.05,0.18,0.41,,,,,,,,,,,,,,,,,,61,50.8,88,13,9,15,4,0.54,22,42,-20,-1.23,-0.53,0.0,11.0,30.0,4.0,69.0,11.0,10.0,,,/es/jugadores/e8a65bc8/Bilal-Boutobba
Recep Yılmaz,trTUR,DF,29-154,23,14,"1,328",14.8,1,0,1,1,0,0,8,0,0.07,0.00,0.07,0.07,0.07,Partidos,5.0,2.0,40.0,0.34,0.13,0.2,0.5,,,,,,,,,,,,,,,,,,56,46.6,81,8,10,21,5,0.63,13,31,-18,-1.21,-0.45,0.0,27.0,7.0,0.0,2.0,26.0,11.0,,,/es/jugadores/4295453f/Recep-Yilmaz
Rui Pedro,ptPOR,CC,27-041,21,14,"1,189",13.2,1,3,4,1,0,0,6,0,0.08,0.23,0.30,0.08,0.30,Partidos,17.0,5.0,29.4,1.29,0.38,0.06,0.2,,,,,,,,,,,,,,,,,,57,41.3,72,1,7,25,5,0.62,14,24,-10,-0.76,+0.36,0.0,7.0,15.0,2.0,19.0,5.0,3.0,,,/es/jugadores/7c13c06a/Rui-Pedro
Carlos Strandberg,seSWE,"DL,CC",29-016,25,12,"1,112",12.4,3,0,3,2,1,1,0,0,0.24,0.00,0.24,0.16,0.16,Partidos,29.0,12.0,41.4,2.17,0.9,0.1,0.25,,,,,,,,,,,,,,,,,,46,41.7,80,6,13,13,1,0.50,11,25,-14,-1.05,-0.14,0.0,14.0,5.0,8.0,7.0,3.0,1.0,,,/es/jugadores/8c70d3ee/Carlos-Strandberg
Visar Bekaj,xkKVX,PO,27-341,12,12,"1,080",12.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Partidos,0.0,0.0,,0.0,0.0,,,,30.0,2.31,70.0,46.0,64.3,3.0,1.0,9.0,1.0,7.7,5.0,5.0,5.0,5.0,0.0,16.7,90,40.6,90,13,0,,19,0.77,15,30,-15,-1.15,-0.31,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,,/es/jugadores/9fd732cc/Visar-Bekaj
Rigoberto Rivas,hnHON,"CC,DF",26-273,17,12,"1,076",12.0,1,2,3,1,0,0,2,0,0.08,0.17,0.25,0.08,0.25,Partidos,10.0,2.0,20.0,0.84,0.17,0.1,0.5,,,,,,,,,,,,,,,,,,63,37.4,81,3,5,22,1,0.53,15,26,-11,-0.92,+0.08,0.0,32.0,12.0,2.0,39.0,14.0,17.0,,,/es/jugadores/85c18ac5/Rigoberto-Rivas
Kerim Alıcı,trTUR,DF,27-310,14,8,664,7.4,0,1,1,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,Partidos,3.0,2.0,66.7,0.4,0.27,0.0,0.0,,,,,,,,,,,,,,,,,,45,23.6,72,4,7,15,10,0.53,6,18,-12,-1.59,-0.81,0.0,5.0,3.0,0.0,14.0,8.0,8.0,,,/es/jugadores/50df83f7/Kerim-Alici
Cengiz Demir,,DF,24-012,16,7,690,7.7,0,1,1,0,0,0,1,1,0.00,0.13,0.13,0.00,0.13,Partidos,1.0,0.0,0.0,0.13,0.0,0.0,,,,,,,,,,,,,,,,,,,43,24.0,81,4,9,14,13,0.75,7,21,-14,-1.83,-1.13,0.0,4.0,4.0,0.0,9.0,15.0,9.0,,,/es/jugadores/aa2e2997/Cengiz-Demir
,Tiempo Jugado,Rendimiento,Por 90 Minutos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,Gls.,Ast,G+A,G-TP,G+A-TP,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,Mn/PJ,% min,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,,,,,,,,,,
Selimcan Temel,,DF,24-338,8,1,137,1.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Partidos,1.0,0.0,0.0,0.66,0.0,0.0,,,,,,,,,,,,,,,,,,,17,4.8,58,0,7,11,24,0.75,1,4,-3,-1.97,-1.05,0.0,5.0,1.0,0.0,1.0,2.0,1.0,,,/es/jugadores/d890e9bd/Selimcan-Temel
Yiğit Buz,,DF,18-039,2,1,93,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,47,3.2,90,1,1,3,4,0.00,1,3,-2,-1.94,-1.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,/es/jugadores/9286d2c4/Yigit-Buz
Armin Hodžić,baBIH,CC,25-060,4,1,85,0.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Partidos,1.0,0.0,0.0,1.06,0.0,0.0,,,,,,,,,,,,,,,,,,,21,3.0,45,0,3,13,0,0.25,0,4,-4,-4.24,-3.37,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,/es/jugadores/2e794081/Armin-Hodzic
Jonathan Okoronkwo,ngNGA,DL,21-229,12,0,178,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Partidos,7.0,2.0,28.6,3.54,1.01,0.0,0.0,,,,,,,,,,,,,,,,,,15,6.2,,0,12,15,5,0.17,1,8,-7,-3.54,-2.74,0.0,3.0,6.0,1.0,2.0,0.0,2.0,,,/es/jugadores/3b192ae1/Jonathan-Okoronkwo
Oğuzhan Matur,,DF,25-254,2,0,14,0.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Partidos,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,7,0.5,,0,2,7,18,0.00,0,0,0,0.00,+0.97,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,/es/jugadores/739f0573/Oguzhan-Matur
Deniz Aksoy,,DL,18-049,0,0,,,,,,,,,,,,,,,,Partidos,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,4,0.1,,0,1,4,6,0.00,0,1,-1,-22.50,-21.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,/es/jugadores/5ab2293e/Deniz-Aksoy
Ersin Aydemir,,DL,19-093,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,/es/jugadores/86eb0432/Ersin-Aydemir
Emir Dadük,trTUR,PO,17-076,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,8,,,,,,,,,,,,,,,,/es/jugadores/c26ee6c8/Emir-Daduk
Demir Sarıcalı,,PO,20-119,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,18,,,,,,,,,,,,,,,,/es/jugadores/e7cd8150/Demir-Saricali
Baran Sarka,,CC,23-323,0,0,,,,,,,,,,,,,,,,Partidos,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,0.0,,0,1,1,12,0.00,0,0,0,0.00,+0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,/es/jugadores/762f0f14/Baran-Sarka
Melih Şen,,DL,18-304,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,/es/jugadores/8da3c48d/Melih-Sen
Ali Yıldız,,CC,18-049,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,13,,,,,,,,,,,,,,,,/es/jugadores/4f88be13/Ali-Yildiz
İsmail Zobu,,CC,18-166,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,/es/jugadores/7ca1abe6/Ismail-Zobu
