Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
25,Diego Gómez,Central Midfield,"Mar 27, 2003 (22)",Paraguay,"1,85m",right,"Jan 1, 2025",,-,€13.00m,https://www.transfermarkt.com/diego-gomez/profil/spieler/996897
6,James Milner,Central Midfield,"Jan 4, 1986 (39)",England,"1,75m",right,"Jul 1, 2023",,"Jun 30, 2025",€1.00m,https://www.transfermarkt.com/james-milner/profil/spieler/3333
22,Kaoru Mitoma,Left Winger,"May 20, 1997 (27)",Japan,"1,78m",right,"Aug 10, 2021",,"Jun 30, 2027",€45.00m,https://www.transfermarkt.com/kaoru-mitoma/profil/spieler/504849
11,Simon Adingra,Left Winger,"Jan 1, 2002 (23)",Cote d'Ivoire,"1,75m",right,"Jul 1, 2022",,"Jun 30, 2026",€30.00m,https://www.transfermarkt.com/simon-adingra/profil/spieler/658536
17,Yankuba Minteh,Right Winger,"Jul 22, 2004 (20)",The Gambia,"1,80m",left,"Jul 1, 2024",,"Jun 30, 2029",€30.00m,https://www.transfermarkt.com/yankuba-minteh/profil/spieler/1012534
8,Brajan Gruda,Right Winger,"May 31, 2004 (20)","Germany, Albania","1,78m",left,"Aug 14, 2024",,"Jun 30, 2028",€25.00m,https://www.transfermarkt.com/brajan-gruda/profil/spieler/700106
7,Solly March,Right Winger,"Jul 20, 1994 (30)",England,"1,80m",left,"Jul 1, 2013",,"Jun 30, 2026",€8.00m,https://www.transfermarkt.com/solly-march/profil/spieler/209212
9,João Pedro,Centre-Forward,"Sep 26, 2001 (23)",Brazil,"1,82m",right,"Jul 1, 2023",,"Jun 30, 2028",€50.00m,https://www.transfermarkt.com/joao-pedro/profil/spieler/626724
14,Georginio Rutter,Centre-Forward,"Apr 20, 2002 (23)","France, Martinique","1,82m",left,"Aug 19, 2024",,"Jun 30, 2028",€32.00m,https://www.transfermarkt.com/georginio-rutter/profil/spieler/538977
18,Danny Welbeck,Centre-Forward,"Nov 26, 1990 (34)","England, Ghana","1,85m",right,"Oct 18, 2020",,"Jun 30, 2026",€5.00m,https://www.transfermarkt.com/danny-welbeck/profil/spieler/67063
