Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,Gls..1,Ast,G+A.1,G-TP.1,G+A-TP,Partidos,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,GC,GC90,DaPC,Salvadas,% Salvadas,PG,PE,PP,PaC,PaC%,PD,PD,PD,PD,PC,% Salvadas_penales,Mn/PJ,% min,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,link
Aziz Turgʻunboyev,uzUZB,"CC,DF",30-211,20,12,"1,175",13.1,0,3,3,0,0,0,4,0,0.00,0.23,0.23,0.00,0.23,Partidos,12,2,16.7,0.92,0.15,0.00,0.00,,,,,,,,,,,,,,,,,,59,39.6,75,5,8,35,9,1.10,13,21,-8,-0.61,-0.36,0,27,4,1,59,14,14,,,/es/jugadores/bb0b6856/Aziz-Turgunboyev
Alex Pritchard,engENG,CC,31-362,18,12,972,10.8,0,4,4,0,0,0,1,0,0.00,0.37,0.37,0.00,0.37,Partidos,9,3,33.3,0.80,0.27,0.00,0.00,,,,,,,,,,,,,,,,,,54,34.2,66,1,7,32,6,0.95,10,14,-4,-0.35,+0.06,0,9,18,0,47,8,6,,,/es/jugadores/ff9fcd4d/Alex-Pritchard
Samba Camara,mlMLI,DF,32-167,16,11,954,10.6,1,0,1,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,Partidos,4,1,25.0,0.34,0.09,0.25,1.00,,,,,,,,,,,,,,,,,,61,35.2,85,9,5,5,4,1.29,14,24,-10,-0.86,-0.72,0,8,7,0,2,13,11,,,/es/jugadores/7c85e03f/Samba-Camara
Đorđe Nikolić,rsSRB,PO,28-017,11,11,945,10.5,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Partidos,0,0,,0.00,0.00,,,,20.0,1.9,41.0,25.0,58.5,4.0,2.0,5.0,1.0,9.1,3.0,3.0,3.0,3.0,0.0,25.0,86,31.8,86,10,0,,16,1.27,14,20,-6,-0.57,-0.26,0,3,3,0,0,0,1,,,/es/jugadores/3acadb7f/Djordje-Nikolic
Efkan Bekiroglu,,"CC,DL",29-228,12,11,937,10.4,2,3,5,2,0,0,1,0,0.19,0.29,0.48,0.19,0.48,Partidos,23,6,26.1,2.11,0.55,0.09,0.33,,,,,,,,,,,,,,,,,,76,33.1,80,5,1,28,0,1.08,20,22,-2,-0.18,+0.31,0,5,12,1,24,1,6,,,/es/jugadores/6233f5f9/Efkan-Bekiroglu
Achilleas Poungouras,grGRE,"CC,DF",29-138,18,9,844,9.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Partidos,3,0,0.0,0.30,0.00,0.00,,,,,,,,,,,,,,,,,,,47,29.9,79,6,10,18,4,0.95,8,17,-9,-0.91,-0.74,0,11,3,0,2,6,18,,,/es/jugadores/67d14c2e/Achilleas-Poungouras
Emrah Başsan,trTUR,"CC,DL",33-013,16,9,739,8.2,2,1,3,2,0,0,1,0,0.24,0.12,0.37,0.24,0.37,Partidos,16,9,56.3,1.93,1.09,0.13,0.22,,,,,,,,,,,,,,,,,,44,25.1,72,0,8,12,2,1.06,9,9,0,0.00,+0.53,0,7,14,0,47,2,6,,,/es/jugadores/78a07623/Emrah-Bassan
Tolga Ciğerci,trTUR,"CC,DF",33-038,10,8,703,7.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Partidos,2,0,0.0,0.23,0.00,0.00,,,,,,,,,,,,,,,,,,,72,26.7,82,6,2,29,0,0.91,14,17,-3,-0.34,+0.07,0,4,5,0,39,6,6,,,/es/jugadores/6e17c802/Tolga-Cigerci
Bekír Turaç Böke,,"CC,DL",25-313,25,6,787,8.7,4,1,5,4,0,0,1,0,0.46,0.11,0.57,0.46,0.57,Partidos,17,7,41.2,1.84,0.76,0.24,0.57,,,,,,,,,,,,,,,,,,32,28.0,69,0,19,19,5,0.81,17,13,+4,+0.43,+1.15,0,22,13,4,1,4,7,,,/es/jugadores/a1320d78/Bekir-Turac-Boke
Veljko Simić,rsSRB,"CC,DL",30-072,11,5,511,5.7,1,0,1,1,0,0,0,0,0.18,0.00,0.18,0.18,0.18,Partidos,9,3,33.3,1.53,0.51,0.11,0.33,,,,,,,,,,,,,,,,,,44,17.9,84,2,7,16,0,0.92,3,10,-7,-1.19,-0.97,0,6,10,4,3,2,7,,,/es/jugadores/0acf0e1c/Veljko-Simic
,Tiempo Jugado,Rendimiento,Por 90 Minutos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,Gls.,Ast,G+A,G-TP,G+A-TP,Partidos,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,,,,,,,,,,,,,,,,,Mn/PJ,% min,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,
Keita Baldé,snSEN,"CC,DL",30-053,11,5,437,4.9,1,0,1,1,0,0,5,1,0.21,0.00,0.21,0.21,0.21,Partidos,9,2,22.2,1.85,0.41,0.11,0.50,,,,,,,,,,,,,,,,,,40,14.7,65,0,6,19,1,1.09,8,9,-1,-0.21,+0.22,1,3,16,4,9,1,1,,,/es/jugadores/509a4ccb/Keita-Balde
Emirhan Başyiğit,trTUR,DF,20-005,11,4,471,5.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,1,0,0.0,0.19,0.00,0.00,,,,,,,,,,,,,,,,,,,43,15.9,80,2,7,22,21,1.00,4,11,-7,-1.34,-1.12,0,2,4,0,2,5,4,,,/es/jugadores/4655d9c5/Emirhan-Basyigit
Jan Biegański,plPOL,CC,22-147,11,3,362,4.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Partidos,1,0,0.0,0.25,0.00,0.00,,,,,,,,,,,,,,,,,,,33,12.2,67,0,8,20,6,0.91,4,9,-5,-1.24,-0.97,0,12,3,1,3,2,8,,,/es/jugadores/a5362c15/Jan-Bieganski
Alaaddin Okumuş,trTUR,DF,29-250,5,3,267,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,53,9.0,87,1,2,3,11,0.20,2,6,-4,-1.35,-1.05,0,4,3,1,8,1,3,,,/es/jugadores/aa6c1dce/Alaaddin-Okumus
Ziya Erdal,trTUR,DF,37-115,10,3,237,2.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Partidos,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,30,11.0,76,1,7,4,19,1.33,5,6,-1,-0.28,+0.13,0,1,3,0,11,3,4,,,/es/jugadores/63458a96/Ziya-Erdal
Queensy Menig,nlNED,CC,29-254,13,1,259,2.9,2,0,2,2,0,0,1,0,0.69,0.00,0.69,0.69,0.69,Partidos,4,2,50.0,1.39,0.69,0.50,1.00,,,,,,,,,,,,,,,,,,20,8.7,45,0,12,18,11,1.23,7,6,+1,+0.35,+0.81,0,2,0,1,7,1,4,,,/es/jugadores/1264796e/Queensy-Menig
Özkan Yiğiter,,DF,25-113,1,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,27,0.9,,0,1,27,13,0.00,1,0,+1,+3.33,+3.76,0,0,0,0,0,0,1,,,/es/jugadores/cfc582f9/Ozkan-Yigiter
Emre Gökay,trTUR,DL,19-071,2,0,26,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,13,0.9,,0,2,13,12,0.50,0,1,-1,-3.46,-3.09,0,1,0,0,5,1,0,,,/es/jugadores/b4f764a0/Emre-Gokay
Oğuzhan Aksoy,,DL,18-157,4,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,2,0.2,,0,4,2,13,1.50,1,1,0,0.00,+0.39,0,1,1,0,0,0,1,,,/es/jugadores/0fa9d14b/Oguzhan-Aksoy
Muhammed Kaya,trTUR,CC,18-279,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,3,0.1,,0,1,3,7,3.00,1,1,0,0.00,+0.39,0,0,1,0,0,0,0,,,/es/jugadores/04327844/Muhammed-Kaya
Yilmaz Gin,,DL,16-293,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,1,0.0,,0,1,1,0,0.00,0,1,-1,-90.00,-89.64,0,0,0,0,0,0,0,,,/es/jugadores/f6232412/Yilmaz-Gin
Hüseyin Arslan,,PO,25-194,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,/es/jugadores/4103f881/Huseyin-Arslan
Hamza Baltaci,,DF,19-103,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,/es/jugadores/78132133/Hamza-Baltaci
Arda Erdursun,,PO,18-053,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,6,,,,,,,,,,,,,,,,/es/jugadores/2eeb1946/Arda-Erdursun
Muhammed Kiraz,,DF,19-051,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,/es/jugadores/149d6d17/Muhammed-Kiraz
Baris Nazli,trTUR,DL,16-358,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,/es/jugadores/333cebf7/Baris-Nazli
Serkan Sarman,,PO,18-310,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,/es/jugadores/1296a694/Serkan-Sarman
Mehmet Şeker,,CC,19-020,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,7,,,,,,,,,,,,,,,,/es/jugadores/fa68a5b4/Mehmet-Seker
Mustafa Tetik,,,18-102,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,/es/jugadores/7b618924/Mustafa-Tetik
Eymen Yurdcu,,CC,15-284,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,/es/jugadores/c97eb1af/Eymen-Yurdcu
