Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,Gls..1,Ast,G+A.1,G-TP.1,G+A-TP,Partidos,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,GC,GC90,DaPC,Salvadas,% Salvadas,PG,PE,PP,PaC,PaC%,PD,PD,PD,PD,PC,% Salvadas_penales,Mn/PJ,% min,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,link
Muhammed Cham,atAUT,CC,24-216,27,12,"1,347",15.0,4,8,12,4,0,0,2,0,0.27,0.53,0.80,0.27,0.80,Partidos,31,9,29.0,2.06,0.60,0.13,0.44,,,,,,,,,,,,,,,,,,48,47.1,79,4,16,25,1,1.46,26,17,+9,+0.60,+0.36,0,25,33,4,94,3,8,,,/es/jugadores/f527a32c/Muhammed-Cham
Stefan Savić,meMNE,DF,34-112,12,11,838,9.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Partidos,3,0,0.0,0.32,0.00,0.00,,,,,,,,,,,,,,,,,,,70,29.1,74,7,1,24,1,1.58,11,8,+3,+0.32,-0.12,0,10,3,0,1,17,5,,,/es/jugadores/f6ac68c1/Stefan-Savic
Anthony Nwakaeme,ngNGA,CC,36-040,16,10,"1,063",11.8,1,3,4,1,0,0,2,0,0.08,0.25,0.34,0.08,0.34,Partidos,27,5,18.5,2.12,0.39,0.04,0.20,,,,,,,,,,,,,,,,,,67,39.7,85,3,6,34,2,1.41,27,14,+13,+1.02,+1.02,0,15,15,7,50,7,5,,,/es/jugadores/f30a4ab1/Anthony-Nwakaeme
Mustafa Eskihellaç,trTUR,DF,27-360,10,10,868,9.6,0,2,2,0,0,0,1,0,0.00,0.21,0.21,0.00,0.21,Partidos,5,1,20.0,0.47,0.09,0.00,0.00,,,,,,,,,,,,,,,,,,87,33.3,87,9,0,,0,1.82,18,13,+5,+0.47,+0.10,0,11,17,0,9,12,14,,,/es/jugadores/a9dddaed/Mustafa-Eskihellac
Denis Drăguș,roROU,"CC,DL",25-298,17,10,866,9.6,2,1,3,2,0,0,1,0,0.21,0.10,0.31,0.21,0.31,Partidos,21,9,42.9,2.18,0.94,0.10,0.22,,,,,,,,,,,,,,,,,,51,30.1,68,2,7,27,2,1.00,7,13,-6,-0.62,-1.47,0,23,20,0,12,6,15,,,/es/jugadores/0e490f6e/Denis-Dragus
Cihan Çanak,trTUR,CC,20-096,22,9,783,8.7,0,1,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Partidos,13,1,7.7,1.49,0.11,0.00,0.00,,,,,,,,,,,,,,,,,,36,27.2,67,2,13,14,6,1.55,13,9,+4,+0.46,+0.07,0,28,14,4,25,4,13,,,/es/jugadores/0863fb00/Cihan-Canak
Stefano Denswil,srSUR,DF,31-358,9,8,753,8.4,1,0,1,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,Partidos,5,1,20.0,0.60,0.12,0.20,1.00,,,,,,,,,,,,,,,,,,84,26.1,89,7,1,45,0,0.89,10,12,-2,-0.24,-0.87,0,7,6,0,0,5,7,,,/es/jugadores/5832ebfe/Stefano-Denswil
Oleksandr Zubkov,uaUKR,CC,28-270,10,7,590,6.6,5,2,7,5,0,0,2,0,0.76,0.31,1.07,0.76,1.07,Partidos,26,14,53.8,3.49,1.88,0.19,0.36,,,,,,,,,,,,,,,,,,61,23.3,76,2,3,22,0,1.82,14,13,+1,+0.13,-0.35,0,12,14,2,39,3,4,,,/es/jugadores/adfbe1f5/Oleksandr-Zubkov
Danylo Sikan,uaUKR,CC,24-014,9,7,564,6.3,2,1,3,2,0,0,0,0,0.32,0.16,0.48,0.32,0.48,Partidos,14,5,35.7,2.01,0.72,0.21,0.60,,,,,,,,,,,,,,,,,,63,21.8,75,2,2,15,3,1.50,11,10,+1,+0.14,-0.34,0,19,5,2,17,5,8,,,/es/jugadores/03998238/Danylo-Sikan
Umut Güneş,trTUR,CC,25-045,10,6,443,4.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,9,1,11.1,1.83,0.20,0.00,0.00,,,,,,,,,,,,,,,,,,44,15.4,65,1,4,14,8,1.70,14,3,+11,+2.23,+2.16,0,20,7,0,2,9,4,,,/es/jugadores/b40fec30/Umut-Gunes
,Tiempo Jugado,Rendimiento,Por 90 Minutos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,Gls.,Ast,G+A,G-TP,G+A-TP,Partidos,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,,,,,,,,,,,,,,,,,Mn/PJ,% min,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,
Enis Bardhi,mkMKD,CC,29-302,8,6,370,4.1,0,1,1,0,0,0,1,0,0.00,0.24,0.24,0.00,0.24,Partidos,14,4,28.6,3.41,0.97,0.00,0.00,,,,,,,,,,,,,,,,,,46,12.8,56,0,2,16,1,1.38,5,4,+1,+0.24,-0.19,0,3,11,0,27,1,5,,,/es/jugadores/cac2537b/Enis-Bardhi
Serdar Saatçı,trTUR,DF,22-075,11,5,574,6.4,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Partidos,3,1,33.3,0.47,0.16,0.00,0.00,,,,,,,,,,,,,,,,,,52,19.9,88,2,6,22,12,1.36,13,12,+1,+0.16,-0.31,0,10,7,0,0,9,6,,,/es/jugadores/760fd987/Serdar-Saatci
Arif Boşluk,,DF,21-328,12,4,397,4.4,0,1,1,0,0,0,0,0,0.00,0.23,0.23,0.00,0.23,Partidos,7,2,28.6,1.29,0.37,0.00,0.00,,,,,,,,,,,,,,,,,,37,16.9,81,3,8,11,11,1.54,9,9,0,0.00,-0.49,0,8,4,2,15,9,6,,,/es/jugadores/d25d144f/Arif-Bosluk
Hüseyin Türkmen,trTUR,DF,27-119,5,4,308,3.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Partidos,2,0,0.0,0.58,0.00,0.00,,,,,,,,,,,,,,,,,,,62,10.7,74,1,1,11,7,1.80,6,5,+1,+0.29,-0.13,0,2,4,0,6,5,2,,,/es/jugadores/3fa66cb2/Huseyin-Turkmen
Enis Destan,trTUR,"DL,CC",22-319,16,3,464,5.2,0,1,1,0,0,0,2,0,0.00,0.19,0.19,0.00,0.19,Partidos,13,6,46.2,2.39,1.10,0.00,0.00,,,,,,,,,,,,,,,,,,29,17.0,71,0,14,20,7,1.53,9,6,+3,+0.55,+0.17,0,10,10,2,2,2,8,,,/es/jugadores/4fe1f01d/Enis-Destan
Mislav Oršić,hrCRO,CC,32-122,5,3,195,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,5,3,60.0,2.31,1.38,0.00,0.00,,,,,,,,,,,,,,,,,,39,6.8,59,0,2,10,2,1.40,1,2,-1,-0.46,-0.93,0,0,0,0,6,0,3,,,/es/jugadores/ee950928/Mislav-Orsic
Tim Jabol-Folcarelli,frFRA,CC,25-145,4,2,125,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,31,4.3,62,1,2,1,3,2.50,2,0,+2,+1.44,+1.08,0,1,3,0,0,2,4,,,/es/jugadores/1f62900e/Tim-Jabol-Folcarelli
Borna Barišić,hrCRO,DF,32-171,9,1,134,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,15,4.7,90,1,8,6,8,1.33,2,2,0,0.00,-0.43,0,0,5,0,10,2,1,,,/es/jugadores/712dd708/Borna-Barisic
Trézéguet,egEGY,CC,30-211,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,4,1,25.0,4.00,1.00,0.00,0.00,,,,,,,,,,,,,,,,,,90,3.1,90,1,0,,0,1.00,0,0,0,0.00,-0.42,0,1,0,0,1,1,0,,,/es/jugadores/3ae14ed1/Trezeguet
Serkan Asan,trTUR,DF,26-002,1,1,86,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,86,3.0,86,0,0,,6,3.00,5,0,+5,+5.23,+4.97,0,0,0,0,2,1,2,,,/es/jugadores/ee47f156/Serkan-Asan
Ali Yılmaz,trTUR,DF,21-119,5,1,59,0.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Partidos,1,0,0.0,1.53,0.00,0.00,,,,,,,,,,,,,,,,,,,12,2.0,45,0,4,4,15,2.00,0,1,-1,-1.53,-1.97,0,3,0,0,1,0,1,,,/es/jugadores/50601649/Ali-Yilmaz
Engin Yıldırım,trTUR,DL,20-105,6,0,68,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,1,0,0.0,1.32,0.00,0.00,,,,,,,,,,,,,,,,,,,11,2.4,,0,6,11,9,1.33,3,1,+2,+2.65,+2.29,0,0,0,1,0,0,2,,,/es/jugadores/3af55cb3/Engin-Yildirim
Umut Bozok,trTUR,DL,28-223,4,0,44,0.5,1,0,1,1,0,0,1,0,2.05,0.00,2.05,2.05,2.05,Partidos,3,2,66.7,6.14,4.09,0.33,0.50,,,,,,,,,,,,,,,,,,11,1.5,,0,4,11,1,0.40,4,4,0,0.00,-0.41,0,0,4,0,0,0,0,,,/es/jugadores/6e2c94ad/Umut-Bozok
Salih Malkoçoglu,,CC,20-066,2,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,5,0.3,,0,2,5,12,3.00,1,0,+1,+9.00,+8.62,0,1,0,0,0,0,0,,,/es/jugadores/cc548048/Salih-Malkocoglu
Boran Başkan,trTUR,CC,19-032,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,/es/jugadores/abbaea89/Boran-Baskan
Onuralp Çakiroğlu,,DL,17-146,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,/es/jugadores/57b89355/Onuralp-Cakiroglu
Onuralp Çevikkan,trTUR,PO,19-118,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,/es/jugadores/85876cab/Onuralp-Cevikkan
Ahmet Doğan Yıldırım,,PO,18-180,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,/es/jugadores/8e2a089a/Ahmet-Dogan-Yildirim
Ali Öztürk,,PO,17-102,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,/es/jugadores/22e6d32c/Ali-Ozturk
Arda Öztürk,,DF,18-051,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,/es/jugadores/543baf9a/Arda-Ozturk
Muhammet Taha Tepe,trTUR,PO,24-119,0,0,,,,,,,,,,,,,,,,Partidos,0,0,,0.00,0.00,,,,1.0,1.0,6.0,5.0,83.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,90,3.1,90,1,0,,31,1.00,1,1,0,0.00,-0.42,0,0,1,0,0,0,0,,,/es/jugadores/31139973/Muhammet-Taha-Tepe
