Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,Gls..1,Ast,G+A.1,G-TP.1,G+A-TP,Partidos,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,GC,GC90,DaPC,Salvadas,% Salvadas,PG,PE,PP,PaC,PaC%,PD,PD,PD,PD,PC,% Salvadas_penales,Mn/PJ,% min,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,link
Duckens Nazon,htHAI,DL,31-023,29,16,"1,620",18.0,6,3,9,6,0,0,4,0,0.33,0.17,0.50,0.33,0.50,Partidos,49.0,21.0,42.9,2.72,1.17,0.12,0.29,,,,,,,,,,,,,,,,,,56,56.3,79,6,13,27,0,1.38,21,24,-3,-0.17,+0.33,0.0,28.0,29.0,5.0,4.0,1.0,9.0,,,/es/jugadores/20e87a42/Duckens-Nazon
Dimitrios Kolovetsios,grGRE,DF,33-196,18,16,"1,390",15.4,1,0,1,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Partidos,7.0,3.0,42.9,0.45,0.19,0.14,0.33,,,,,,,,,,,,,,,,,,77,48.3,84,14,2,25,8,1.56,20,27,-7,-0.45,-0.27,0.0,8.0,9.0,1.0,0.0,15.0,11.0,,,/es/jugadores/53f2c70d/Dimitrios-Kolovetsios
Aylton Boa Morte,ptPOR,CC,31-219,18,13,"1,187",13.2,4,2,6,4,0,0,5,0,0.30,0.15,0.45,0.30,0.45,Partidos,32.0,12.0,37.5,2.43,0.91,0.13,0.33,,,,,,,,,,,,,,,,,,66,41.2,82,7,5,23,0,0.72,11,26,-15,-1.14,-1.40,0.0,28.0,15.0,6.0,28.0,5.0,7.0,,,/es/jugadores/b0332f23/Aylton-Boa-Morte
Ramazan Civelek,trTUR,"CC,DF",29-098,24,13,"1,047",11.6,2,2,4,2,0,0,6,0,0.17,0.17,0.34,0.17,0.34,Partidos,7.0,3.0,42.9,0.56,0.24,0.43,1.0,,,,,,,,,,,,,,,,,,45,39.1,70,4,11,13,6,1.24,19,22,-3,-0.24,+0.12,0.0,11.0,19.0,3.0,29.0,3.0,14.0,,,/es/jugadores/c2c2eb25/Ramazan-Civelek
Stéphane Bahoken,cmCMR,DL,32-337,21,12,"1,013",11.3,5,1,6,5,0,0,4,2,0.44,0.09,0.53,0.44,0.53,Partidos,35.0,13.0,37.1,3.11,1.15,0.14,0.38,,,,,,,,,,,,,,,,,,48,35.2,65,1,9,25,4,1.14,15,21,-6,-0.53,-0.34,1.0,29.0,27.0,5.0,5.0,3.0,4.0,,,/es/jugadores/5046b7d4/Stephane-Bahoken
Julian Jeanvier,gnGUI,DF,33-030,11,10,859,9.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Partidos,4.0,1.0,25.0,0.4,0.1,0.0,0.0,,,,,,,,,,,,,,,,,,75,31.4,82,9,1,4,3,1.08,9,15,-6,-0.60,-0.42,0.0,9.0,4.0,3.0,1.0,15.0,8.0,,,/es/jugadores/5cb215fc/Julian-Jeanvier
Onurcan Piri,trTUR,PO,30-214,9,9,810,9.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Partidos,0.0,0.0,,0.0,0.0,,,,22.0,2.44,55.0,34.0,61.8,1.0,2.0,6.0,1.0,11.1,1.0,1.0,1.0,1.0,0.0,0.0,90,28.1,90,9,0,,22,0.56,8,22,-14,-1.56,-1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,/es/jugadores/0984edd0/Onurcan-Piri
Baran Gezek,trTUR,CC,19-247,15,9,730,8.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Partidos,3.0,2.0,66.7,0.36,0.24,0.0,0.0,,,,,,,,,,,,,,,,,,46,25.7,69,0,7,17,16,1.13,8,16,-8,-0.97,-0.89,0.0,12.0,6.0,1.0,3.0,8.0,13.0,,,/es/jugadores/cfa935e1/Baran-Gezek
Arif Kocaman,,DF,21-228,7,6,520,5.8,1,0,1,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,Partidos,1.0,1.0,100.0,0.17,0.17,1.0,1.0,,,,,,,,,,,,,,,,,,74,18.1,82,4,1,26,6,1.00,6,8,-2,-0.35,-0.04,0.0,6.0,1.0,0.0,0.0,5.0,1.0,,,/es/jugadores/db58bfa7/Arif-Kocaman
Majid Hosseini,irIRN,DF,28-314,10,5,452,5.0,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Partidos,1.0,0.0,0.0,0.17,0.0,0.0,,,,,,,,,,,,,,,,,,,49,18.8,85,5,5,6,3,2.09,10,4,+6,+1.00,+1.61,0.0,7.0,4.0,0.0,1.0,13.0,4.0,,,/es/jugadores/d2161bae/Majid-Hosseini
,Tiempo Jugado,Rendimiento,Por 90 Minutos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,Gls.,Ast,G+A,G-TP,G+A-TP,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,Mn/PJ,% min,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,,,,,,,,,,
Mehmet Eray Özbek,,CC,22-111,9,2,222,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,5.0,2.0,40.0,2.03,0.81,0.0,0.0,,,,,,,,,,,,,,,,,,25,7.7,70,0,7,12,10,1.22,3,7,-4,-1.62,-1.42,0.0,5.0,4.0,0.0,2.0,1.0,4.0,,,/es/jugadores/b2cf782c/Mehmet-Eray-Ozbek
Yaw Ackah,ghGHA,CC,25-333,21,1,394,4.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Partidos,3.0,0.0,0.0,0.69,0.0,0.0,,,,,,,,,,,,,,,,,,,19,13.7,64,0,20,17,6,1.48,3,10,-7,-1.60,-1.49,0.0,6.0,6.0,0.0,0.0,6.0,13.0,,,/es/jugadores/e7ad4afd/Yaw-Ackah
Nurettin Korkmaz,trTUR,DF,22-307,7,1,143,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,1.0,0.0,0.0,0.63,0.0,0.0,,,,,,,,,,,,,,,,,,,20,5.0,75,0,6,11,19,2.14,5,2,+3,+1.89,+2.32,0.0,0.0,3.0,0.0,2.0,1.0,2.0,,,/es/jugadores/347a3ad8/Nurettin-Korkmaz
Talha Sarıarslan,trTUR,DL,21-102,13,0,154,1.7,2,1,3,2,0,0,0,0,1.17,0.58,1.75,1.17,1.75,Partidos,9.0,2.0,22.2,3.67,0.81,0.22,1.0,,,,,,,,,,,,,,,,,,16,7.7,67,0,13,12,16,0.71,5,5,0,0.00,+0.34,0.0,5.0,4.0,1.0,0.0,0.0,2.0,,,/es/jugadores/8bfbbfb2/Talha-Sariarslan
Kayra Cihan,,DF,17-212,1,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,15,0.5,,0,1,15,5,1.00,1,1,0,0.00,+0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,/es/jugadores/cc2c307d/Kayra-Cihan
Burak Arslan,,DL,19-311,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,/es/jugadores/5ea1130b/Burak-Arslan
Korkmazcan Dernek,,DF,19-079,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,/es/jugadores/bc3487eb/Korkmazcan-Dernek
Necip Özer,,CC,17-333,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,/es/jugadores/e5ff1a11/Necip-Ozer
Batuhan Özgan,,DF,18-115,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,17,,,,,,,,,,,,,,,,/es/jugadores/39277d9f/Batuhan-Ozgan
Alperen Öztaş,,DL,18-032,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,7,,,,,,,,,,,,,,,,/es/jugadores/1935fcec/Alperen-Oztas
Mehmet Öztürk,trTUR,PO,19-356,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,9,,,,,,,,,,,,,,,,/es/jugadores/6c9751e5/Mehmet-Ozturk
Otabek Shukurov,uzUZB,CC,28-312,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,/es/jugadores/62032a56/Otabek-Shukurov
Anthony Uzodimma,ngNGA,CC,26-013,0,0,,,,,,,,,,,,,,,,Partidos,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,11,0.4,,0,1,11,9,1.00,0,0,0,0.00,+0.31,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,/es/jugadores/1454b40e/Anthony-Uzodimma
Hasan Yalçi,,PO,17-301,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,/es/jugadores/3436d53e/Hasan-Yalci
